id,name,brunch,lat,lngs
e09e7f27-3d50-4364-baed-f1794259ece6,Электрозаводская,15,55.7824155,37.7056468
bce36928-84e9-4285-825a-221371e43474,Лефортово,15,55.7635386,37.7055395
c5d17378-4cf8-4b73-8c1f-ae4e8d5692f9,Авиамоторная,15,55.7523273,37.7203255
d9fd9c32-cc04-4a21-aa32-9612813ddbf3,Нижегородская,15,55.730852,37.730603
befefa17-84c3-400e-8e1c-73ed8f416b9d,Стахановская,15,55.7300496,37.7486224
8cc5c812-750a-4152-95fc-7a71bb65e46a,Окская,15,55.7177779,37.7785366
91a9adc9-6afb-4e28-b173-a95134c6c56a,Юго-Восточная,15,55.7066147,37.8147003
aeb689cf-1d5b-446f-b696-b3d62d8053e7,Улица Дмитриевского,15,55.7097917,37.8813306
026a7424-0d10-442d-a123-ca25016434c0,Лухмановская,15,55.7093229,37.8956705
2ec56873-163e-4804-b3ad-ddc74ab74468,Тверская,2,55.7648953,37.606313
be7206e3-24d0-49c7-9834-c403281daf9c,Театральная,2,55.7575071,37.6191912
03d0371a-6822-4b10-a6e5-bf0d0c49e603,Киевская,3,55.7443009,37.5653751
0f6fd912-033e-4607-9e2e-8413302c0c86,Арбатская,3,55.752095,37.6069779
8359fa5a-e6f6-440c-8853-7e32d81d8328,Площадь Революции,3,55.7566536,37.6218637
789c6f16-e9bb-4edd-9d99-63745ad639af,Студенческая,4,55.7388247,37.5483914
15a57f21-aff0-419c-ae96-186af590391a,Международная,41,55.7483053,37.5342309
a092a187-19af-4817-96ba-c11734c7dfaf,Киевская,4,55.7443009,37.5653751
2ce582f3-9cd8-469a-8cd6-57517813583a,Арбатская,4,55.752095,37.6069779
7bfd44bb-ae1e-4aa1-b172-aadaf3ead9c9,Александровский сад,4,55.7524027,37.6086825
d16abf00-911f-4c2b-9487-d63f22f8b3c7,Киевская,5,55.7443009,37.5653751
373e7b97-2b76-4102-8a8d-ca8246678cf7,Тургеневская,6,55.7664348,37.6374494
0a37dc9c-246c-47c8-9ad2-7b2402b523de,Спартак,7,55.8183044,37.4357519
3427a9ce-108e-4ce0-903e-aaa525723d46,Пушкинская,7,55.7654281,37.6074165
44b0a239-cb1a-4e87-8916-035e09c3ef99,Кузнецкий Мост,7,55.7607671,37.6261664
40377a3f-3377-4597-a284-8b5d20c56fcf,Деловой центр,81,55.7475488,37.5319053
e22d6a1a-287c-4c98-9045-d8ff2f03e948,Савёловская,9,55.7924879,37.5888159
673472a6-9519-4b31-8579-220986d2307a,Боровицкая,9,55.7509718,37.607057
9bdfd565-a506-4246-aff4-4158b960b490,Трубная,10,55.7691136,37.6195511
787c5c44-7d80-489b-a9e0-70905ab830ac,Сретенский бульвар,10,55.7669421,37.6400984
f10613ce-3567-4033-a988-31fff2a72b81,Чкаловская,10,55.7567019,37.6569978
8131ff4e-dd67-47af-9227-f39367d139f8,Крестьянская застава,10,55.7331695,37.6674776
a9ed67de-bd15-4612-8ce2-85cbf3460f30,Деловой центр,111,55.7475488,37.5319053
bbb5f256-b0f7-4053-aa69-8fdb65e620f0,Савёловская,11,55.7924879,37.5888159
d03432fb-6db9-4f46-a205-8c2b6c888e88,Воронцовская,11,55.6588351,37.5394795
5fbd0e15-0117-4f6c-a3b1-5196ce28bae7,Улица Старокачаловская,12,55.5689553,37.5766521
294162df-b321-4ac3-bdc0-59e3558cf774,Улица Милашенкова,13,55.8218816,37.5912237
a5fec0f1-0506-42b8-a28f-567834389d7e,Телецентр,13,55.8218231,37.6089786
2f64395f-0e43-4e3e-b427-6155218b5c8c,Улица Академика Королёва,13,55.8218479,37.6270218
30ea93a0-c9e5-4bb7-807c-770099c1cdb8,Выставочный центр,13,55.8240041,37.6383273
f506198a-ff8f-4878-b43f-65e2dac6ac34,Улица Сергея Эйзенштейна,13,55.8292078,37.6448625
ceeeb6df-97d4-43d7-b2b2-da5e60db4ebc,Ростокино,14,55.8396965,37.6668881
63663e0d-ff08-44fa-af80-4a50dbc51ab7,Белокаменная,14,55.8293089,37.7024844
