id,source,offer,latitude,longitude,setting,area,object_type,floor,floors,rooms,metro_id,metro_remoteness,material,segment,kitchen,balcony,renovation,additions,price,price_per_metre
6c972edd-8c47-4d95-9a11-a4f5280eb843,cian.ru,Актуально,55.777712,37.732341,Жилое помещение (квартира),15.2,Встроенное помещение,3,3,студия,Соколиная Гора,21.0,кирпичный,0,0.0,Нет,дизайнерский,-,4245360,279300.0
be01cfe1-80f2-4484-9978-1af8a73b0d2b,cian.ru,Актуально,55.77918,37.55678,Жилое помещение (квартира),25.1,Встроенное помещение,2,9,студия,Беговая,18.0,кирпичный,0,0.0,Нет,дизайнерский,-,10050000,400398.406374502
62d7687f-d3c1-436a-8bad-4b45be7b9248,cian.ru,Актуально,55.66521,37.73331,Жилое помещение (квартира),21.5,Встроенное помещение,23,25,студия,Братиславская,26.0,панельный,0,0.0,Нет,Информация неизвестна,-,6550000,304651.16279069765
3248bd4c-a9f8-4137-8d7e-c2525f3784ab,cian.ru,Актуально,55.777013,37.732512,Жилое помещение (квартира),12.0,Встроенное помещение,1,3,студия,Соколиная Гора,20.0,кирпичный,0,0.0,Нет,дизайнерский,-,3521700,293475.0
db084efb-a1cb-4d30-9e0c-67c1c2938858,cian.ru,Актуально,55.863515,37.53941,Жилое помещение (квартира),11.0,Встроенное помещение,4,9,студия,Селигерская,8.0,монолитно-кирпичный,0,0.0,Нет,дизайнерский,-,3850000,350000.0
cb9cdc9c-4194-49fa-a2f7-8ca13eeb549b,cian.ru,Актуально,55.808558,37.611239,Жилое помещение (квартира),12.8,Встроенное помещение,2,2,студия,Бутырская,18.0,панельный,0,0.0,Нет,евро,-,2267333,177135.390625
f41810cd-d1e9-43a0-a325-99d23da48217,cian.ru,Актуально,55.810602,37.617384,Жилое помещение (квартира),18.0,Встроенное помещение,6,6,студия,Бутырская,23.0,монолитный,0,0.0,Нет,евро,-,5600000,311111.1111111111
c37ff15f-0a80-4558-a4d4-d0be3f7f47e4,cian.ru,Актуально,55.606487,37.660063,Жилое помещение (квартира),29.4,Встроенное помещение,9,13,студия,Метро отсутсвует,20000.0,монолитный,2020,0.0,Да,требует ремонта,-,5600000,190476.19047619047
655d9715-b532-47cc-a0e3-8ceb6cc031ec,cian.ru,Актуально,55.66341,37.73247,Жилое помещение (квартира),21.2,Встроенное помещение,11,24,студия,Братиславская,25.0,монолитно-кирпичный,0,0.0,Нет,Информация неизвестна,-,7000000,330188.679245283
6e2645b0-0fe7-482c-853b-1b2f4e3db736,cian.ru,Актуально,55.810602,37.617384,Жилое помещение (квартира),17.0,Встроенное помещение,5,6,студия,Бутырская,23.0,монолитный,0,0.0,Нет,евро,-,5700000,335294.1176470588
2e9c884f-d22e-4575-ac76-535d85fd175d,cian.ru,Актуально,55.77995,37.685251,Жилое помещение (квартира),17.4,Встроенное помещение,3,4,студия,Бауманская,16.0,кирпичный,0,0.0,Нет,евро,-,6512000,374252.8735632184
